stock_id,error
4540,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4541,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4542,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4543,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4545,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4549,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4550,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4551,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4552,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4554,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4555,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4556,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4557,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4558,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4560,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4725,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4726,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4728,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4729,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4733,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4735,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4736,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4737,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4739,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4741,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4743,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4744,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4745,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4746,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4747,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4749,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4754,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4755,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4760,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4763,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4764,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4766,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4767,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4768,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4770,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4771,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4772,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4803,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4804,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4806,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4807,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4903,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4904,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4905,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4906,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4907,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4908,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4909,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4911,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4912,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4915,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6661,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6662,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6664,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6666,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6667,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6668,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6669,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6670,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6671,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6672,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6674,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6679,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6680,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6683,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6684,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6689,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6690,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6691,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6692,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6693,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6695,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6697,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6698,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6702,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6703,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6706,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6708,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6712,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6715,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6716,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6719,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6720,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6721,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6722,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6725,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6727,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6728,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6730,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6732,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6733,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6735,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6739,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6862,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6863,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6865,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6869,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6870,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6872,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6873,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6874,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6875,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6877,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6881,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6884,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6885,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6887,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6890,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6894,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6895,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6899,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6901,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6902,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6903,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6904,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6906,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6907,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6909,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6910,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6913,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6914,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6916,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6918,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6919,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6921,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6922,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6923,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6924,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6925,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6928,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6929,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6931,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6933,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6934,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6936,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6937,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6944,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
6949,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7769,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7770,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7777,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7780,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7782,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7786,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7788,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7791,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7792,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7795,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7799,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7805,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7810,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
7823,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8008,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8011,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8016,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8021,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8024,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8027,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8028,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8032,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8033,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8034,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8038,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8039,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8040,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8042,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8043,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8044,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8045,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8046,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8047,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8048,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8049,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8050,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8054,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8059,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8064,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8066,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8067,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8068,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8069,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
8070,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9105,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9106,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9110,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9136,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9151,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9157,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9188,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9801,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9802,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9902,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9904,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9905,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9906,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9907,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9908,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9910,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9911,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9912,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9914,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9915,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9917,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9918,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9919,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9921,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9922,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9924,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9925,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9926,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9927,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9928,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9929,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9930,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9931,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9933,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9934,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9935,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9937,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9938,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9939,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9940,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9941,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9942,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9943,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
9944,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
